Strain,Project,Site,Species,Host family (plant) or order or class (lichen),Plant or Lichen host,Site-Host
SY0158A,Arizona,"Tucson, Grant/Santa Cruz",Portulaca oleracea,Portulacaceae,Plant-angiosperm,"Tucson, Grant/Santa Cruz_Plant-angiosperm"
SY0160A,Arizona,"Tucson, Grant/Santa Cruz",Portulaca oleracea,Portulacaceae,Plant-angiosperm,"Tucson, Grant/Santa Cruz_Plant-angiosperm"
SY0161A,Arizona,"Tucson, Grant/Santa Cruz",Portulaca oleracea,Portulacaceae,Plant-angiosperm,"Tucson, Grant/Santa Cruz_Plant-angiosperm"
SY0162,Arizona,"Tucson, Grant/Santa Cruz",Portulaca oleracea,Portulacaceae,Plant-angiosperm,"Tucson, Grant/Santa Cruz_Plant-angiosperm"
SY0163,Arizona,"Tucson, Grant/Santa Cruz",Portulaca oleracea,Portulacaceae,Plant-angiosperm,"Tucson, Grant/Santa Cruz_Plant-angiosperm"
SY0164A,Arizona,"Tucson, Grant/Santa Cruz",Portulaca oleracea,Portulacaceae,Plant-angiosperm,"Tucson, Grant/Santa Cruz_Plant-angiosperm"
SY0165A,Arizona,"Tucson, Grant/Santa Cruz",Portulaca oleracea,Portulacaceae,Plant-angiosperm,"Tucson, Grant/Santa Cruz_Plant-angiosperm"
SY0166,Arizona,"Tucson, Grant/Santa Cruz",Portulaca oleracea,Portulacaceae,Plant-angiosperm,"Tucson, Grant/Santa Cruz_Plant-angiosperm"
SY0452,Arizona,"Tucson, Grant/Santa Cruz",Portulaca oleracea,Portulacaceae,Plant-angiosperm,"Tucson, Grant/Santa Cruz_Plant-angiosperm"
SY0453,Arizona,"Tucson, Grant/Santa Cruz",Portulaca oleracea,Portulacaceae,Plant-angiosperm,"Tucson, Grant/Santa Cruz_Plant-angiosperm"
SY0454,Arizona,"Tucson, Grant/Santa Cruz",Portulaca oleracea,Portulacaceae,Plant-angiosperm,"Tucson, Grant/Santa Cruz_Plant-angiosperm"
LG0127-ITS1F,Arizona,Tucson Mountains,Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0129,Arizona,Tucson Mountains,Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0231,Arizona,Tucson Mountains,Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0233,Arizona,"Tucson, central",Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,"Tucson, central_Plant-angiosperm"
LG0254,Arizona,Tucson Mountains foothills,Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains foothills_Plant-angiosperm
LG0340,Arizona,Tucson Mountains foothills,Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains foothills_Plant-angiosperm
LG0787,Arizona,Tucson Mountains,Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0857,Arizona,"Tucson, First/River/CAC",Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,"Tucson, First/River/CAC_Plant-angiosperm"
LG0858,Arizona,Tucson Mountains,Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0918,Arizona,Tucson Mountains,Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG1001,Arizona,Picacho Peak,Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Picacho Peak_Plant-angiosperm
LG1031,Arizona,Picacho Peak,Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Picacho Peak_Plant-angiosperm
LG1032,Arizona,Picacho Peak,Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Picacho Peak_Plant-angiosperm
SNP032,Arizona,Tucson Mountains (Saguaro),Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains (Saguaro)_Plant-angiosperm
SNP079,Arizona,Tucson Mountains (Saguaro),Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains (Saguaro)_Plant-angiosperm
SNP081,Arizona,Tucson Mountains (Saguaro),Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains (Saguaro)_Plant-angiosperm
SNP085,Arizona,Tucson Mountains (Saguaro),Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains (Saguaro)_Plant-angiosperm
SNP117,Arizona,Tucson Mountains (Saguaro),Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains (Saguaro)_Plant-angiosperm
SNP132,Arizona,Tucson Mountains (Saguaro),Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains (Saguaro)_Plant-angiosperm
SNP150,Arizona,Tucson Mountains (Saguaro),Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains (Saguaro)_Plant-angiosperm
SNP151,Arizona,Tucson Mountains (Saguaro),Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains (Saguaro)_Plant-angiosperm
SNP163,Arizona,Tucson Mountains (Saguaro),Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains (Saguaro)_Plant-angiosperm
SNP174,Arizona,Tucson Mountains (Saguaro),Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains (Saguaro)_Plant-angiosperm
SNP191,Arizona,Tucson Mountains (Saguaro),Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains (Saguaro)_Plant-angiosperm
SNP194,Arizona,Tucson Mountains (Saguaro),Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains (Saguaro)_Plant-angiosperm
SNP216,Arizona,Tucson Mountains (Saguaro),Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains (Saguaro)_Plant-angiosperm
SNP229,Arizona,Tucson Mountains (Saguaro),Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains (Saguaro)_Plant-angiosperm
SNP257,Arizona,Tucson Mountains (Saguaro),Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains (Saguaro)_Plant-angiosperm
SNP296,Arizona,Tucson Mountains (Saguaro),Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains (Saguaro)_Plant-angiosperm
SNP317,Arizona,Tucson Mountains (Saguaro),Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains (Saguaro)_Plant-angiosperm
SNP320,Arizona,Tucson Mountains (Saguaro),Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains (Saguaro)_Plant-angiosperm
SNP420,Arizona,Tucson Mountains (Saguaro),Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains (Saguaro)_Plant-angiosperm
SNP428,Arizona,Tucson Mountains (Saguaro),Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains (Saguaro)_Plant-angiosperm
SNP429,Arizona,Tucson Mountains (Saguaro),Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains (Saguaro)_Plant-angiosperm
SNP439,Arizona,Tucson Mountains (Saguaro),Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains (Saguaro)_Plant-angiosperm
SNP443,Arizona,Tucson Mountains (Saguaro),Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains (Saguaro)_Plant-angiosperm
SNP454,Arizona,Tucson Mountains (Saguaro),Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains (Saguaro)_Plant-angiosperm
SNP471,Arizona,Tucson Mountains (Saguaro),Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains (Saguaro)_Plant-angiosperm
SNP474,Arizona,Tucson Mountains (Saguaro),Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains (Saguaro)_Plant-angiosperm
LG0154,Arizona,Tucson Mountains foothills,Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains foothills_Plant-angiosperm
LG0155,Arizona,Tucson Mountains foothills,Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains foothills_Plant-angiosperm
LG0156,Arizona,Tucson Mountains foothills,Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains foothills_Plant-angiosperm
LG0229A,Arizona,Tucson Mountains,Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0234,Arizona,Tucson Mountains,Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0235,Arizona,Tucson Mountains,Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0255,Arizona,"Tucson, central",Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,"Tucson, central_Plant-angiosperm"
LG0292,Arizona,Tucson Mountains foothills,Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains foothills_Plant-angiosperm
LG0294,Arizona,Tucson Mountains foothills,Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains foothills_Plant-angiosperm
LG0295,Arizona,Tucson Mountains foothills,Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains foothills_Plant-angiosperm
LG0334,Arizona,Tucson Mountains foothills,Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains foothills_Plant-angiosperm
LG0419B,Arizona,Tucson Mountains foothills,Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains foothills_Plant-angiosperm
LG0498,Arizona,"Tucson, central",Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,"Tucson, central_Plant-angiosperm"
LG0587,Arizona,"Tucson, First/River/CAC",Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,"Tucson, First/River/CAC_Plant-angiosperm"
LG0619,Arizona,Tucson Mountains,Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0643,Arizona,Rock Springs,Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Rock Springs_Plant-angiosperm
LG0663,Arizona,Rock Springs,Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Rock Springs_Plant-angiosperm
LG0714,Arizona,Rock Springs,Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Rock Springs_Plant-angiosperm
LG0715A,Arizona,Rock Springs,Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Rock Springs_Plant-angiosperm
LG0715B,Arizona,Rock Springs,Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Rock Springs_Plant-angiosperm
LG0717,Arizona,Rock Springs,Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Rock Springs_Plant-angiosperm
LG0743,Arizona,Rock Springs,Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Rock Springs_Plant-angiosperm
LG0745,Arizona,Rock Springs,Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Rock Springs_Plant-angiosperm
LG0747,Arizona,"Phoenix, west",Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,"Phoenix, west_Plant-angiosperm"
LG0751,Arizona,"Phoenix, west",Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,"Phoenix, west_Plant-angiosperm"
LG0756,Arizona,"Phoenix, west",Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,"Phoenix, west_Plant-angiosperm"
LG0767,Arizona,Rock Springs,Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Rock Springs_Plant-angiosperm
LG0768,Arizona,Tucson Mountains,Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0769,Arizona,Tucson Mountains,Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0770,Arizona,Tucson Mountains,Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0809,Arizona,Tucson Mountains,Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0810,Arizona,Tucson Mountains,Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0811,Arizona,Tucson Mountains,Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0812,Arizona,Tucson Mountains,Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0814,Arizona,Tucson Mountains,Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0817,Arizona,Tucson Mountains,Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0818,Arizona,Tucson Mountains,Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0819,Arizona,Tucson Mountains,Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0820,Arizona,Tucson Mountains,Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0822,Arizona,Tucson Mountains,Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0823,Arizona,Tucson Mountains,Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0824,Arizona,Tucson Mountains,Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0828A,Arizona,Tucson Mountains,Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0828B,Arizona,Tucson Mountains,Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0828C,Arizona,Tucson Mountains,Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0829,Arizona,Tucson Mountains,Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0830,Arizona,Tucson Mountains,Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0831,Arizona,Tucson Mountains,Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0832,Arizona,Tucson Mountains,Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0833,Arizona,Tucson Mountains,Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0834,Arizona,Tucson Mountains,Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0835,Arizona,Tucson Mountains,Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0839,Arizona,Tucson Mountains,Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0840,Arizona,Tucson Mountains,Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0843,Arizona,Tucson Mountains,Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0848,Arizona,Tucson Mountains,Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0849,Arizona,Tucson Mountains,Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0850,Arizona,"Tucson, First/River/CAC",Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,"Tucson, First/River/CAC_Plant-angiosperm"
LG0851,Arizona,"Tucson, First/River/CAC",Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,"Tucson, First/River/CAC_Plant-angiosperm"
LG0852,Arizona,"Tucson, First/River/CAC",Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,"Tucson, First/River/CAC_Plant-angiosperm"
LG0853,Arizona,"Tucson, First/River/CAC",Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,"Tucson, First/River/CAC_Plant-angiosperm"
LG0854,Arizona,Tucson Mountains,Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0855,Arizona,Tucson Mountains,Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0856,Arizona,Tucson Mountains,Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0859,Arizona,"Tucson, First/River/CAC",Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,"Tucson, First/River/CAC_Plant-angiosperm"
LG0860,Arizona,"Tucson, First/River/CAC",Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,"Tucson, First/River/CAC_Plant-angiosperm"
LG0861,Arizona,"Tucson, First/River/CAC",Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,"Tucson, First/River/CAC_Plant-angiosperm"
LG0865,Arizona,Tucson Mountains,Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0866,Arizona,"Tucson, First/River/CAC",Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,"Tucson, First/River/CAC_Plant-angiosperm"
LG0877,Arizona,"Tucson, First/River/CAC",Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,"Tucson, First/River/CAC_Plant-angiosperm"
LG0878,Arizona,"Tucson, First/River/CAC",Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,"Tucson, First/River/CAC_Plant-angiosperm"
LG0879,Arizona,"Tucson, First/River/CAC",Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,"Tucson, First/River/CAC_Plant-angiosperm"
LG0892,Arizona,Tucson Mountains,Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0913,Arizona,Tucson Mountains,Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0914,Arizona,Tucson Mountains,Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0921,Arizona,Tucson Mountains,Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0922,Arizona,Tucson Mountains,Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0923B,Arizona,Tucson Mountains,Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0933,Arizona,Tucson Mountains,Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0934,Arizona,Tucson Mountains,Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0938,Arizona,"Tucson, First/River/CAC",Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,"Tucson, First/River/CAC_Plant-angiosperm"
LG0942,Arizona,Tucson Mountains foothills,Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains foothills_Plant-angiosperm
LG0992,Arizona,Picacho Peak,Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Picacho Peak_Plant-angiosperm
LG1003,Arizona,Picacho Peak,Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Picacho Peak_Plant-angiosperm
SNP030,Arizona,Tucson Mountains (Saguaro),Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains (Saguaro)_Plant-angiosperm
SNP031,Arizona,Tucson Mountains (Saguaro),Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains (Saguaro)_Plant-angiosperm
SNP034,Arizona,Tucson Mountains (Saguaro),Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains (Saguaro)_Plant-angiosperm
SNP035,Arizona,Tucson Mountains (Saguaro),Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains (Saguaro)_Plant-angiosperm
SNP036,Arizona,Tucson Mountains (Saguaro),Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains (Saguaro)_Plant-angiosperm
SNP037,Arizona,Tucson Mountains (Saguaro),Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains (Saguaro)_Plant-angiosperm
SNP038,Arizona,Tucson Mountains (Saguaro),Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains (Saguaro)_Plant-angiosperm
SNP039,Arizona,Tucson Mountains (Saguaro),Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains (Saguaro)_Plant-angiosperm
SNP040,Arizona,Tucson Mountains (Saguaro),Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains (Saguaro)_Plant-angiosperm
SNP073,Arizona,Tucson Mountains (Saguaro),Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains (Saguaro)_Plant-angiosperm
SNP074,Arizona,Tucson Mountains (Saguaro),Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains (Saguaro)_Plant-angiosperm
SNP075,Arizona,Tucson Mountains (Saguaro),Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains (Saguaro)_Plant-angiosperm
SNP076,Arizona,Tucson Mountains (Saguaro),Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains (Saguaro)_Plant-angiosperm
SNP077,Arizona,Tucson Mountains (Saguaro),Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains (Saguaro)_Plant-angiosperm
SNP078,Arizona,Tucson Mountains (Saguaro),Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains (Saguaro)_Plant-angiosperm
SNP080,Arizona,Tucson Mountains (Saguaro),Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains (Saguaro)_Plant-angiosperm
SNP082,Arizona,Tucson Mountains (Saguaro),Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains (Saguaro)_Plant-angiosperm
SNP083,Arizona,Tucson Mountains (Saguaro),Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains (Saguaro)_Plant-angiosperm
SNP084,Arizona,Tucson Mountains (Saguaro),Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains (Saguaro)_Plant-angiosperm
SNP116,Arizona,Tucson Mountains (Saguaro),Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains (Saguaro)_Plant-angiosperm
SNP131,Arizona,Tucson Mountains (Saguaro),Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains (Saguaro)_Plant-angiosperm
SNP135,Arizona,Tucson Mountains (Saguaro),Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains (Saguaro)_Plant-angiosperm
SNP136,Arizona,Tucson Mountains (Saguaro),Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains (Saguaro)_Plant-angiosperm
SNP138,Arizona,Tucson Mountains (Saguaro),Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains (Saguaro)_Plant-angiosperm
SNP145,Arizona,Tucson Mountains (Saguaro),Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains (Saguaro)_Plant-angiosperm
SNP148,Arizona,Tucson Mountains (Saguaro),Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains (Saguaro)_Plant-angiosperm
SNP180,Arizona,Tucson Mountains (Saguaro),Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains (Saguaro)_Plant-angiosperm
SNP184,Arizona,Tucson Mountains (Saguaro),Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains (Saguaro)_Plant-angiosperm
SNP190,Arizona,Tucson Mountains (Saguaro),Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains (Saguaro)_Plant-angiosperm
SNP193,Arizona,Tucson Mountains (Saguaro),Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains (Saguaro)_Plant-angiosperm
SNP195,Arizona,Tucson Mountains (Saguaro),Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains (Saguaro)_Plant-angiosperm
SNP199,Arizona,Tucson Mountains (Saguaro),Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains (Saguaro)_Plant-angiosperm
SNP207,Arizona,Tucson Mountains (Saguaro),Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains (Saguaro)_Plant-angiosperm
SNP212,Arizona,Tucson Mountains (Saguaro),Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains (Saguaro)_Plant-angiosperm
SNP219,Arizona,Tucson Mountains (Saguaro),Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains (Saguaro)_Plant-angiosperm
SNP222,Arizona,Tucson Mountains (Saguaro),Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains (Saguaro)_Plant-angiosperm
SNP236,Arizona,Tucson Mountains (Saguaro),Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains (Saguaro)_Plant-angiosperm
SNP252,Arizona,Tucson Mountains (Saguaro),Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains (Saguaro)_Plant-angiosperm
SNP261,Arizona,Tucson Mountains (Saguaro),Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains (Saguaro)_Plant-angiosperm
SNP262,Arizona,Tucson Mountains (Saguaro),Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains (Saguaro)_Plant-angiosperm
SNP266,Arizona,Tucson Mountains (Saguaro),Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains (Saguaro)_Plant-angiosperm
SNP270,Arizona,Tucson Mountains (Saguaro),Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains (Saguaro)_Plant-angiosperm
SNP273,Arizona,Tucson Mountains (Saguaro),Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains (Saguaro)_Plant-angiosperm
SNP275,Arizona,Tucson Mountains (Saguaro),Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains (Saguaro)_Plant-angiosperm
SNP276,Arizona,Tucson Mountains (Saguaro),Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains (Saguaro)_Plant-angiosperm
SNP277,Arizona,Tucson Mountains (Saguaro),Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains (Saguaro)_Plant-angiosperm
SNP281,Arizona,Tucson Mountains (Saguaro),Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains (Saguaro)_Plant-angiosperm
SNP282,Arizona,Tucson Mountains (Saguaro),Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains (Saguaro)_Plant-angiosperm
