Query sequence,Most common phylum-level assignment,Most common class-level assignment,Most common order-level assignment,Most common family-level assignment,Most common Genus-level assignment,Taxon assignment,Likelihood weight,otu,ITS length
LG1375B,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Nothophoma,Nothophoma_infossa,"0.729608, 0.134922, 0.134866",OTU67,1048
LG1376,Ascomycota,Dothideomycetes,Capnodiales,Neodevriesiaceae,Neodevriesia,Neodevriesia_strelitziae,1,OTU219,1040
LG1377,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Nothophoma,Nothophoma_infossa,"0.729886, 0.134762, 0.134708",OTU67,1025
LG1378,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Nothophoma,Nothophoma_infossa,"0.729606, 0.134926, 0.134870",OTU67,1045
LG1379,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Nothophoma,Nothophoma_infossa,"0.729606, 0.134926, 0.134870",OTU67,1056
LG1380,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Nothophoma,Nothophoma_infossa,"0.729879, 0.134767, 0.134713",OTU67,1030
LG1381,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Nothophoma,Nothophoma_infossa,"0.729606, 0.134926, 0.134870",OTU67,1044
LG1382,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia,Preussia_terricola,0.954625,OTU55,923
LG1383,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia,Preussia_terricola,0.99691,OTU27,1039
LG1385,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia,Preussia_minima,0.99998,OTU217,1042
LG1386,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia,Preussia_minima,0.999873,OTU217,992
LG1387,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia,Preussia_minima,1,OTU217,945
LG1388,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia,Preussia_minima,0.999825,OTU217,993
LG1389,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia,Preussia_minima,0.999572,OTU217,942
LG1390,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia,Preussia_minima,0.999532,OTU217,938
LG1391,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomium,"Chaetomium_olivicolor,Chaetomium_thermophilum,Collariella_gracilis,Mycothermus_thermophilus,Collariella_causiiformis,Amesia_atrobrunnea,Collariella_virescens,Amesia_gelasinospora,Corynascella_humicola,Chaetomium_thermophilum_var_thermophilum,Amesia_nigricolor","0.559450, 0.317355, 0.088741",OTU220,1053
LG1392,Ascomycota,Eurotiomycetes,Chaetothyriales,Cyphellophoraceae,Cyphellophora,"Cyphellophora_suttonii,Cyphellophora_europaea,Cyphellophora_vermispora,Cyphellophora_pauciseptata,Cyphellophora_fusarioides,Chaetothyriales_sp_TRN107,Cyphellophora_pluriseptata,Cyphellophora_guyanensis,Cyphellophora_oxyspora,Cyphellophora_reptans,Cyphellophora_olivacea","0.458868, 0.271924, 0.269208",OTU221,1055
LG1393,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Xylaria,"Xylaria_lichenicola,Xylaria_acuta,Xylaria_hypoxylon,Nemania_diffusa,Geniculisynnema_termiticola,Kretzschmaria_deusta,Xylaria_cf_obovata,Nemania_aenea,Nemania_serpens",0.997664,OTU200,1041
LG1394,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia,Preussia_terricola,"0.654405, 0.189521, 0.151788",OTU28,935
LG1395,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Nothophoma,Nothophoma_infossa,"0.722238, 0.138626, 0.138585",OTU67,990
LG1396,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia,Preussia_terricola,0.987868,OTU27,939
LG1398,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetaceae,Coniochaeta,"Coniochaeta_tetraspora,Coniochaeta_decumbens,Coniochaeta_discoidea","0.471353, 0.403701, 0.107106",OTU78,964
LG1399,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Cercophora,"Cercophora_mirabilis,Bombardia_bombarda","0.843905, 0.038564, 0.024779, 0.024406, 0.024406",OTU131,949
LG1400,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia,Preussia_minima,0.999706,OTU217,952
LG1401,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomium,"Chaetomium_olivicolor,Chaetomium_thermophilum,Collariella_gracilis,Mycothermus_thermophilus,Collariella_causiiformis,Amesia_atrobrunnea,Collariella_virescens,Amesia_gelasinospora,Corynascella_humicola,Chaetomium_thermophilum_var_thermophilum,Amesia_nigricolor","0.433467, 0.214609, 0.079667, 0.054410, 0.052152, 0.051191, 0.034840, 0.014389, 0.012637, 0.011867",OTU222,1005
LG1402,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Nothophoma,Nothophoma_infossa,"0.748656, 0.125792, 0.125463",OTU67,991
LG1403,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Ascochyta,Ascochyta_rabiei,"0.233338, 0.198578, 0.182326, 0.167963, 0.111652, 0.079373",OTU67,861
LG1404,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Nothophoma,Nothophoma_infossa,"0.766925, 0.115825, 0.115669",OTU67,895
LG1405,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,"Alternaria_cerealis,Alternaria_alstroemeriae,Alternaria_iridiaustralis,Alternaria_burnsii,Alternaria_sp,Alternaria_eichhorniae,Alternaria_daucifolii,Alternaria_alternata,Alternaria_arborescens,Alternaria_senecionicola,Alternaria_betae_kenyensis","0.058663, 0.056258, 0.056253, 0.056253, 0.056199, 0.052080, 0.052080, 0.051588, 0.051575, 0.051377, 0.051377",OTU21,953
LG1406,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia,Preussia_minima,0.999585,OTU217,941
LG1407,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia,Preussia_terricola,0.991499,OTU42,942
LG1408,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia,Preussia_terricola,"0.798668, 0.126744, 0.074261",OTU28,994
LG1409,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia,Preussia_terricola,"0.878893, 0.065836, 0.027973",OTU178,941
LG1411,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Thielavia,Thielavia_arenaria,1,OTU167,953
LG1412,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia,Preussia_terricola,0.996044,OTU42,985
LG1413,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia,"Preussia_minima,Westerdykella_cylindrica","0.587689, 0.270416, 0.116465",OTU28,587
LG1414,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia,Preussia_terricola,"0.675218, 0.085139, 0.083646, 0.068523, 0.036596, 0.030237",OTU55,924
LG1415,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetaceae,Coniochaeta,"Coniochaeta_tetraspora,Coniochaeta_decumbens,Coniochaeta_discoidea","0.513510, 0.368088, 0.103451",OTU78,958
LG1416,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetaceae,Coniochaeta,"Coniochaeta_tetraspora,Coniochaeta_decumbens,Coniochaeta_discoidea","0.905119, 0.053197",OTU73,942
LG1417,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia,Preussia_minima,0.999217,OTU217,933
LG1418,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Nothophoma,Nothophoma_infossa,"0.730306, 0.134554, 0.134498",OTU67,1027
LG1419,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium_glabrum,0.999226,OTU84,1085
LG1420,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia,Preussia_minima,0.999905,OTU217,995
LG1423,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia,Preussia_terricola,1,OTU210,1035
LG1424,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia,Preussia_terricola,0.982425,OTU178,1041
LG1426,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia,Preussia_minima,0.999989,OTU217,1041
LG1427,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia,Preussia_minima,0.99998,OTU217,1042
LG1428,Ascomycota,Pneumocystidomycetes,Pneumocystidales,Pneumocystidaceae,Pneumocystis,Pneumocystis_carinii,"0.943276, 0.038419",OTU223,1177
LG1429,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia,Preussia_terricola,"0.862970, 0.066504, 0.053570",OTU55,1040
LG1430,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia,Preussia_minima,0.999986,OTU217,1042
LG1431,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia,Preussia_minima,0.999986,OTU217,1042
LG1432,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia,Preussia_minima,1,OTU217,1048
LG1433,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia,Preussia_terricola,"0.863054, 0.066383, 0.053582",OTU55,1042
LG1434,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia,Preussia_terricola,"0.817511, 0.124424, 0.057657",OTU28,1011
MTL0002,Ascomycota,Leotiomycetes,Rhytismatales,Rhytismataceae,Lophodermium,"Lophodermium_pinastri,Meloderma_desmazieresii","0.828693, 0.070413, 0.040329, 0.031756",OTU224,996
MTL0003,Ascomycota,Leotiomycetes,Rhytismatales,Rhytismataceae,Lophodermium,"Lophodermium_pinastri,Meloderma_desmazieresii","0.767666, 0.131082, 0.080620",OTU224,1222
MTL0004,Ascomycota,Leotiomycetes,Rhytismatales,Rhytismataceae,Lophodermium,"Lophodermium_pinastri,Meloderma_desmazieresii","0.711008, 0.167173, 0.112999",OTU224,1225
MTL0005,Ascomycota,Leotiomycetes,Rhytismatales,Rhytismataceae,Lophodermium,"Lophodermium_pinastri,Meloderma_desmazieresii","0.801288, 0.108066, 0.064315",OTU224,999
MTL0006,Ascomycota,Leotiomycetes,Rhytismatales,Rhytismataceae,Lophodermium,"Lophodermium_pinastri,Meloderma_desmazieresii","0.801815, 0.107906, 0.064100",OTU224,1002
MTL0007,Ascomycota,Leotiomycetes,Rhytismatales,Rhytismataceae,Lophodermium,"Lophodermium_pinastri,Meloderma_desmazieresii","0.701252, 0.176729, 0.114947",OTU224,1206
MTL0008,Ascomycota,Leotiomycetes,Rhytismatales,Rhytismataceae,Lophodermium,"Lophodermium_pinastri,Meloderma_desmazieresii","0.611372, 0.223039, 0.162371",OTU224,1002
MTL0009,Ascomycota,Leotiomycetes,Rhytismatales,Rhytismataceae,Lophodermium,"Lophodermium_pinastri,Meloderma_desmazieresii","0.786335, 0.113674, 0.073729",OTU224,1207
MTL0010,Ascomycota,Leotiomycetes,Rhytismatales,Rhytismataceae,Lophodermium,"Lophodermium_pinastri,Meloderma_desmazieresii","0.688268, 0.184050, 0.121975",OTU224,1206
MTL0011,Ascomycota,Leotiomycetes,Rhytismatales,Rhytismataceae,Lophodermium,"Lophodermium_pinastri,Meloderma_desmazieresii","0.794075, 0.117904, 0.070047",OTU224,1208
MTL0012,Ascomycota,Leotiomycetes,Rhytismatales,Rhytismataceae,Lophodermium,"Lophodermium_pinastri,Meloderma_desmazieresii","0.688268, 0.184050, 0.121975",OTU224,1222
MTL0013,Ascomycota,Leotiomycetes,Rhytismatales,Rhytismataceae,Lophodermium,"Lophodermium_pinastri,Meloderma_desmazieresii","0.688268, 0.184050, 0.121975",OTU224,1210
MTL0014,Ascomycota,Leotiomycetes,Rhytismatales,Rhytismataceae,Lophodermium,"Lophodermium_pinastri,Meloderma_desmazieresii","0.791398, 0.112186, 0.068308",OTU224,1002
MTL0015,Ascomycota,Leotiomycetes,Rhytismatales,Rhytismataceae,Lophodermium,"Lophodermium_pinastri,Meloderma_desmazieresii","0.801052, 0.107655, 0.060294",OTU224,1010
MTL0016,Ascomycota,Leotiomycetes,Rhytismatales,Rhytismataceae,Lophodermium,"Lophodermium_pinastri,Meloderma_desmazieresii","0.772429, 0.130028, 0.080070",OTU224,1230
MTL0018,Ascomycota,Leotiomycetes,Rhytismatales,Rhytismataceae,Lophodermium,"Lophodermium_pinastri,Meloderma_desmazieresii","0.722851, 0.163196, 0.106385",OTU224,1220
MTL0019,Ascomycota,Leotiomycetes,Rhytismatales,Rhytismataceae,Lophodermium,"Lophodermium_pinastri,Meloderma_desmazieresii","0.676968, 0.187587, 0.128700",OTU224,1210
MTL0021,Ascomycota,Leotiomycetes,Rhytismatales,Rhytismataceae,Lophodermium,"Lophodermium_pinastri,Meloderma_desmazieresii","0.835249, 0.084888, 0.046218",OTU224,1002
MTL0023,Ascomycota,Leotiomycetes,Rhytismatales,Rhytismataceae,Lophodermium,"Lophodermium_pinastri,Meloderma_desmazieresii","0.723317, 0.158893, 0.103636",OTU224,1156
MTL0024,Ascomycota,Leotiomycetes,Rhytismatales,Rhytismataceae,Lophodermium,"Lophodermium_pinastri,Meloderma_desmazieresii","0.738178, 0.149179, 0.095809",OTU224,1227
MTL0025,Ascomycota,Leotiomycetes,Rhytismatales,Rhytismataceae,Lophodermium,"Lophodermium_pinastri,Meloderma_desmazieresii","0.780968, 0.124913, 0.074364",OTU224,1216
MTL0026,Ascomycota,Leotiomycetes,Rhytismatales,Rhytismataceae,Lophodermium,"Lophodermium_pinastri,Meloderma_desmazieresii","0.762187, 0.136753, 0.084734",OTU224,1005
MTL0027,Ascomycota,Leotiomycetes,Rhytismatales,Rhytismataceae,Lophodermium,"Lophodermium_pinastri,Meloderma_desmazieresii","0.722851, 0.163196, 0.106385",OTU224,1206
MTL0029,Ascomycota,Leotiomycetes,Rhytismatales,Rhytismataceae,Lophodermium,"Lophodermium_pinastri,Meloderma_desmazieresii","0.788130, 0.114843, 0.069960",OTU224,1002
MTL0030,Ascomycota,Leotiomycetes,Rhytismatales,Rhytismataceae,Lophodermium,"Lophodermium_pinastri,Meloderma_desmazieresii","0.797496, 0.109678, 0.065740",OTU224,1217
MTL0031,Ascomycota,Leotiomycetes,Rhytismatales,Rhytismataceae,Lophodermium,"Lophodermium_pinastri,Meloderma_desmazieresii","0.774734, 0.123323, 0.076953",OTU224,1214
MTL0033,Ascomycota,Leotiomycetes,Rhytismatales,Rhytismataceae,Lophodermium,"Lophodermium_pinastri,Meloderma_desmazieresii","0.747246, 0.146817, 0.091396",OTU224,1213
MTL0034,Ascomycota,Leotiomycetes,Rhytismatales,Rhytismataceae,Lophodermium,"Lophodermium_pinastri,Meloderma_desmazieresii","0.747262, 0.148175, 0.092499",OTU224,1176
MTL0035,Ascomycota,Leotiomycetes,Rhytismatales,Rhytismataceae,Lophodermium,"Lophodermium_pinastri,Meloderma_desmazieresii","0.682990, 0.185823, 0.125018",OTU224,1007
MTL0036,Ascomycota,Leotiomycetes,Rhytismatales,Rhytismataceae,Lophodermium,"Lophodermium_pinastri,Meloderma_desmazieresii","0.762187, 0.136753, 0.084734",OTU224,1002
MTL0037,Ascomycota,Leotiomycetes,Rhytismatales,Rhytismataceae,Lophodermium,"Lophodermium_pinastri,Meloderma_desmazieresii","0.782753, 0.112409, 0.072482",OTU224,1217
MTL0038,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia,Preussia_terricola,0.997367,OTU42,1016
PC001,Ascomycota,Sordariomycetes,Sordariales,Sordariaceae,Neurospora,"Neurospora_pannonica,Gelasinospora_tetrasperma","0.205948, 0.200624, 0.200569, 0.176568, 0.158270, 0.031412",OTU29,1064
PC007,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Pyronema,Pyronema_domesticum,0.997661,OTU13,1075
PC009,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Geopyxis,Geopyxis_carbonaria,1,OTU191,1094
PC019,Ascomycota,Sordariomycetes,Sordariales,Sordariaceae,Sordaria,"Sordaria_macrospora,Sordaria_lappae","0.730052, 0.265390",OTU29,1070
PC020,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Ovatospora,"Ovatospora_senegalensis,Ovatospora_unipora,Ovatospora_pseudomollicella,Ovatospora_mollicella,Thielavia_arenaria,Ovatospora_medusarum,Madurella_tropicana","0.374573, 0.369572, 0.205979",OTU225,1051
PC021,Ascomycota,Sordariomycetes,Sordariales,Sordariaceae,Neurospora,"Neurospora_pannonica,Gelasinospora_tetrasperma","0.206396, 0.200851, 0.200795, 0.175676, 0.157726, 0.031852",OTU29,1069
PC022,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Subramaniula,Subramaniula_cristata,0.999065,OTU214,1050
PC023,Ascomycota,Pezizomycetes,Pezizales,Ascobolaceae,Ascobolus,Ascobolus_crenulatus,"0.941579, 0.027964",OTU204,1081
PC024,Ascomycota,Sordariomycetes,Xylariales,Amphisphaeriaceae,Discostroma,"Discostroma_botan,Pseudopestalotiopsis_theae,Seiridium_cardinale,Amphisphaeria_umbrina,Pestalotiopsis_vismiae,Beltraniella_carolinensis,Lepteutypa_uniseptata","0.729319, 0.087947, 0.086908, 0.064407",OTU163,1031
PC025,Ascomycota,Sordariomycetes,Sordariales,Sordariaceae,Sordaria,"Sordaria_macrospora,Sordaria_lappae","0.739884, 0.255285",OTU29,1052
PC026,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Xylaria,Xylaria_lichenicola,"0.663727, 0.171591, 0.164682",OTU226,1007
PC027,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Tricharina,Tricharina_praecox_var_praecox,"0.648701, 0.351290",OTU227,1083
PC028,Ascomycota,Pezizomycetes,Pezizales,Ascobolaceae,Ascobolus,Ascobolus_crenulatus,0.99719,OTU59,1072
PC029,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Daldinia,Daldinia_concentrica,1,OTU228,1067
PC030,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,"Penicillium_kewense,Penicillium_sinaicum","0.168769, 0.168650, 0.168478, 0.168293, 0.168050, 0.072475, 0.071421",OTU77,230
PC032,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Collariella,"Chaetomium_olivicolor,Collariella_robusta,Collariella_gracilis,Collariella_causiiformis,Amesia_atrobrunnea,Collariella_virescens,Collariella_carteri,Amesia_gelasinospora,Arcopilus_turgidopilosus,Corynascella_humicola,Amesia_nigricolor","0.602219, 0.200177, 0.194230",OTU229,1031
PC033,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Geopyxis,Geopyxis_carbonaria,1,OTU191,1088
PC035,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Tricharina,"Tricharina_gilva,Tricharina_praecox,Tricharina_praecox_var_praecox,Geopora_cooperi,Tricharina_ochroleuca","0.837903, 0.087282, 0.035880",OTU230,1084
PC036,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Peziza,"Peziza_lobulata,Peziza_praetervisa","0.559747, 0.412718",OTU231,1102
PC037,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Pyronema,Pyronema_domesticum,0.997661,OTU13,1078
PC038,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia,Preussia_terricola,0.999219,OTU27,1038
PC039,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Geopyxis,Geopyxis_carbonaria,1,OTU232,1171
PC042,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Peziza,"Peziza_lobulata,Peziza_praetervisa","0.559747, 0.412718",OTU231,1103
PC043,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Tricharina,Tricharina_ochroleuca,0.997902,OTU233,1095
PC044,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Tricharina,"Tricharina_gilva,Tricharina_praecox,Tricharina_praecox_var_praecox,Geopora_cooperi,Tricharina_ochroleuca","0.620794, 0.328078, 0.023323",OTU185,1146
PC045,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Peziza,Peziza_howsei,"0.331921, 0.263723, 0.072695, 0.050764, 0.050179, 0.048049, 0.048048, 0.048048, 0.012321, 0.010008, 0.009929",OTU234,1107
PC046,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetaceae,Coniochaeta,Coniochaeta_hoffmannii,"0.558249, 0.259940, 0.179877",OTU235,1042
PC047,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,"Penicillium_tricolor,Penicillium_viridicatum,Penicillium_freii,Penicillium_biforme,Penicillium_kewense,Penicillium_goetzii,Penicillium_sinaicum,Penicillium_polonicum","0.233433, 0.224198, 0.222492, 0.159203, 0.159187",OTU77,1075
PC048,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Peziza,Peziza_howsei,"0.331921, 0.263723, 0.072695, 0.050764, 0.050179, 0.048049, 0.048048, 0.048048, 0.012321, 0.010008, 0.009929",OTU234,1107
PC049,Ascomycota,Sordariomycetes,Sordariales,Sordariaceae,Sordaria,"Sordaria_macrospora,Sordaria_lappae","0.739884, 0.255285",OTU29,1052
PC050,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Peziza,Peziza_howsei,"0.342945, 0.306955, 0.075647, 0.039606, 0.039339, 0.037885, 0.037884, 0.037884, 0.010390, 0.009667, 0.008776",OTU234,1110
PC051,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Tricharina,"Tricharina_gilva,Tricharina_praecox,Tricharina_praecox_var_praecox,Geopora_cooperi,Tricharina_ochroleuca","0.620794, 0.328078, 0.023323",OTU185,1146
PC052,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Pyronema,"Pyronema_omphalodes,Pyronema_domesticum",0.960216,OTU23,1090
PC053,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Tricharina,"Tricharina_gilva,Tricharina_praecox,Tricharina_praecox_var_praecox,Geopora_cooperi,Tricharina_ochroleuca","0.620794, 0.328078, 0.023323",OTU185,1147
PC054,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Tricharina,"Tricharina_gilva,Tricharina_praecox,Tricharina_praecox_var_praecox,Geopora_cooperi,Tricharina_ochroleuca","0.618286, 0.330858, 0.023205",OTU185,1142
PC055,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,"Penicillium_tricolor,Penicillium_viridicatum,Penicillium_freii,Penicillium_biforme,Penicillium_kewense,Penicillium_goetzii,Penicillium_sinaicum,Penicillium_polonicum","0.233350, 0.224031, 0.222380, 0.159405, 0.159389",OTU77,1088
PC056,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Trichophaea,"Trichophaea_abundans,Anthracobia_subatra","0.922918, 0.046917",OTU26,1027
PC057,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Tricharina,"Tricharina_gilva,Tricharina_praecox,Tricharina_praecox_var_praecox,Geopora_cooperi,Tricharina_ochroleuca","0.620794, 0.328078, 0.023323",OTU185,1148
PC058,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Tricharina,"Tricharina_gilva,Tricharina_praecox,Tricharina_praecox_var_praecox,Geopora_cooperi,Tricharina_ochroleuca","0.620794, 0.328078, 0.023323",OTU185,1146
PC059,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Tricharina,"Tricharina_gilva,Tricharina_praecox,Tricharina_praecox_var_praecox,Geopora_cooperi,Tricharina_ochroleuca","0.620794, 0.328078, 0.023323",OTU185,1146
PC060,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Peziza,Peziza_howsei,"0.345664, 0.336047, 0.076652, 0.033345, 0.033150, 0.032032, 0.032031, 0.032031, 0.010553, 0.009304, 0.006980",OTU234,1111
PC061,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Tricharina,"Tricharina_gilva,Tricharina_praecox,Tricharina_praecox_var_praecox,Geopora_cooperi,Tricharina_ochroleuca","0.620794, 0.328078, 0.023323",OTU185,1145
PC062,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Tricharina,"Tricharina_gilva,Tricharina_praecox,Tricharina_praecox_var_praecox,Geopora_cooperi,Tricharina_ochroleuca","0.617680, 0.328959, 0.024525",OTU185,1144
PC063,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Trichophaea,"Trichophaea_abundans,Anthracobia_subatra","0.777496, 0.145551, 0.022531, 0.021901",OTU26,1123
PC064,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Septoriella,"Tintelnotia_opuntiae,Ampelomyces_quisqualis,Ophiosphaerella_herpotricha,Pleosporales_sp,Allophaeosphaeria_clematidis,Setophoma_sacchari,Septoriella_leuchtmannii,Tintelnotia_destructans,Juncaceicola_alpina,Septoriella_hirta,Septoriella_hubertusii","0.756539, 0.111497, 0.108690",OTU236,1070
PC065,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Tricharina,"Tricharina_gilva,Tricharina_praecox,Tricharina_praecox_var_praecox,Geopora_cooperi,Tricharina_ochroleuca","0.617675, 0.330198, 0.023537",OTU185,1147
